,us_states,industry,2019_jobs,2020_jobs,2021_jobs
1280,Florida,"   Arts, entertainment, and recreation ",376332.0,322207.0,344812.0
1281,Florida,"    Performing arts, spectator sports, and related industries ",153712.0,144578.0,149818.0
1282,Florida,"    Museums, historical sites, and similar institutions ",9151.0,7456.0,7765.0
1283,Florida,"    Amusement, gambling, and recreation industries ",213469.0,170173.0,187229.0
1284,Florida,   Accommodation and food services ,1104021.0,916096.0,1017155.0
1285,Florida,    Accommodation ,214818.0,152962.0,165004.0
1286,Florida,    Food services and drinking places ,889203.0,763134.0,852151.0
1287,Florida,   Other services (except government and government enterprises) ,855762.0,838824.0,846163.0
1288,Florida,    Repair and maintenance ,181413.0,185737.0,189706.0
1289,Florida,    Personal and laundry services ,371303.0,372693.0,381142.0
1290,Florida,"    Religious, grantmaking, civic, professional, and similar organizations ",191461.0,185495.0,178994.0
1291,Florida,    Private households ,111585.0,94899.0,96321.0
1292,Florida,  Government and government enterprises ,1214767.0,1200814.0,1195005.0
1293,Florida,   Federal civilian ,143123.0,150008.0,148408.0
1294,Florida,   Military ,98638.0,101380.0,105477.0
1295,Florida,   State and local ,973006.0,949426.0,941120.0
1296,Florida,    State government ,259296.0,252895.0,248820.0
1297,Florida,    Local government ,713710.0,696531.0,692300.0
1298,Georgia,Total employment (number of jobs) ,6399395.0,6326942.0,6541518.0
1299,Georgia, Wage and salary employment ,4819919.0,4604892.0,4776500.0
1300,Georgia, Proprietors employment ,1579476.0,1722050.0,1765018.0
1301,Georgia,  Farm proprietors employment ,34987.0,34880.0,34816.0
1302,Georgia,  Nonfarm proprietors employment 2/,1544489.0,1687170.0,1730202.0
1303,Georgia, Farm employment ,53747.0,56389.0,56610.0
1304,Georgia, Nonfarm employment ,6345648.0,6270553.0,6484908.0
1305,Georgia,  Private nonfarm employment ,5557621.0,5492867.0,5714128.0
1306,Georgia,"   Forestry, fishing, and related activities ",25223.0,25619.0,25283.0
1307,Georgia,    Forestry and logging ,7954.0,8030.0,8035.0
1308,Georgia,"    Fishing, hunting and trapping ",1796.0,1864.0,1906.0
1309,Georgia,    Support activities for agriculture and forestry ,15473.0,15725.0,15342.0
1310,Georgia,"   Mining, quarrying, and oil and gas extraction ",8244.0,8642.0,8613.0
1311,Georgia,    Oil and gas extraction ,1990.0,2042.0,1895.0
1312,Georgia,    Mining (except oil and gas) ,5505.0,5697.0,5832.0
1313,Georgia,    Support activities for mining ,749.0,903.0,886.0
1314,Georgia,   Utilities ,20694.0,21092.0,21321.0
1315,Georgia,   Construction ,352311.0,370467.0,382505.0
1316,Georgia,    Construction of buildings ,77733.0,84498.0,88304.0
1317,Georgia,    Heavy and civil engineering construction ,40796.0,40866.0,39382.0
1318,Georgia,    Specialty trade contractors ,233782.0,245103.0,254819.0
1319,Georgia,   Manufacturing ,430522.0,411486.0,422166.0
1320,Georgia,    Durable goods manufacturing ,215548.0,204772.0,212355.0
1321,Georgia,     Wood product manufacturing ,21961.0,21693.0,22398.0
1322,Georgia,     Nonmetallic mineral product manufacturing ,17079.0,16278.0,16269.0
1323,Georgia,     Primary metal manufacturing ,8560.0,7586.0,7987.0
1324,Georgia,     Fabricated metal product manufacturing ,34271.0,33561.0,34450.0
1325,Georgia,     Machinery manufacturing ,23734.0,23077.0,24278.0
1326,Georgia,     Computer and electronic product manufacturing ,11317.0,10519.0,10406.0
1327,Georgia,"     Electrical equipment, appliance, and component manufacturing ",14614.0,14117.0,15108.0
1328,Georgia,"     Motor vehicles, bodies and trailers, and parts manufacturing ",28245.0,24949.0,26161.0
1329,Georgia,     Other transportation equipment manufacturing ,27467.0,25675.0,26398.0
1330,Georgia,     Furniture and related product manufacturing ,12525.0,11957.0,13043.0
1331,Georgia,     Miscellaneous manufacturing ,15775.0,15360.0,15857.0
1332,Georgia,    Nondurable goods manufacturing ,214974.0,206714.0,209811.0
1333,Georgia,     Food manufacturing ,69059.0,68562.0,67905.0
1334,Georgia,     Beverage and tobacco product manufacturing ,6830.0,7116.0,7858.0
1335,Georgia,     Textile mills ,19088.0,16453.0,16843.0
1336,Georgia,     Textile product mills ,28854.0,25922.0,26363.0
1337,Georgia,     Apparel manufacturing ,3738.0,4148.0,4635.0
1338,Georgia,     Leather and allied product manufacturing ,658.0,537.0,498.0
1339,Georgia,     Paper manufacturing ,20165.0,19526.0,19681.0
1340,Georgia,     Printing and related support activities ,15165.0,14375.0,14311.0
1341,Georgia,     Petroleum and coal products manufacturing ,1278.0,1235.0,1376.0
1342,Georgia,     Chemical manufacturing ,24956.0,24915.0,25442.0
1343,Georgia,     Plastics and rubber products manufacturing ,25183.0,23925.0,24899.0
1344,Georgia,   Wholesale trade ,237065.0,228948.0,231775.0
1345,Georgia,   Retail trade ,606278.0,609381.0,635653.0
1346,Georgia,    Motor vehicle and parts dealers ,77232.0,75093.0,77025.0
1347,Georgia,    Furniture and home furnishings stores ,20581.0,19123.0,20069.0
1348,Georgia,    Electronics and appliance stores ,17811.0,17174.0,17269.0
1349,Georgia,    Building material and garden equipment and supplies dealers ,42791.0,45638.0,47015.0
1350,Georgia,    Food and beverage stores ,96960.0,101449.0,103005.0
1351,Georgia,    Health and personal care stores ,40594.0,39952.0,42779.0
1352,Georgia,    Gasoline stations ,31891.0,32383.0,33241.0
1353,Georgia,    Clothing and clothing accessories stores ,50426.0,44798.0,48901.0
1354,Georgia,"    Sporting goods, hobby, musical instrument, and book stores ",19740.0,18799.0,20129.0
1355,Georgia,    General merchandise stores ,109116.0,107193.0,111895.0
1356,Georgia,    Miscellaneous store retailers ,45862.0,46840.0,48539.0
1357,Georgia,    Nonstore retailers ,53274.0,60939.0,65786.0
1358,Georgia,   Transportation and warehousing ,347051.0,364251.0,389835.0
1359,Georgia,    Air transportation ,32159.0,27516.0,28674.0
1360,Georgia,    Rail transportation ,6316.0,,
1361,Georgia,    Water transportation ,506.0,457.0,458.0
1362,Georgia,    Truck transportation ,90979.0,95672.0,100938.0
1363,Georgia,    Transit and ground passenger transportation ,72597.0,63826.0,62042.0
1364,Georgia,    Pipeline transportation ,579.0,601.0,583.0
1365,Georgia,    Scenic and sightseeing transportation ,847.0,723.0,794.0
1366,Georgia,    Support activities for transportation ,32571.0,32096.0,37988.0
1367,Georgia,    Couriers and messengers ,49093.0,,
1368,Georgia,    Warehousing and storage ,61404.0,66252.0,71406.0
1369,Georgia,   Information ,137929.0,132460.0,146473.0
1370,Georgia,    Publishing industries (except Internet) ,29537.0,30008.0,32349.0
1371,Georgia,    Motion picture and sound recording industries ,25184.0,17593.0,26178.0
1372,Georgia,    Broadcasting (except Internet) ,14566.0,14658.0,14645.0
1373,Georgia,    Internet publishing and broadcasting 3/,,,
1374,Georgia,    Telecommunications ,46036.0,44450.0,43908.0
1375,Georgia,"    Data processing, hosting, and related services ",16626.0,19533.0,22761.0
1376,Georgia,    Other information services 3/,5980.0,6218.0,6632.0
1377,Georgia,   Finance and insurance ,299050.0,329294.0,342765.0
1378,Georgia,    Monetary Authorities-central bank ,,,
1379,Georgia,    Credit intermediation and related activities ,80376.0,83236.0,83763.0
1380,Georgia,"    Securities, commodity contracts, and other financial investments and related activities ",87681.0,107894.0,117158.0
1381,Georgia,    Insurance carriers and related activities ,117549.0,121529.0,123837.0
1382,Georgia,"    Funds, trusts, and other financial vehicles ",,,
1383,Georgia,   Real estate and rental and leasing ,276931.0,301723.0,311398.0
1384,Georgia,    Real estate ,248662.0,275803.0,285399.0
1385,Georgia,    Rental and leasing services ,27199.0,24893.0,24951.0
1386,Georgia,    Lessors of nonfinancial intangible assets (except copyrighted works) ,1070.0,1027.0,1048.0
1387,Georgia,"   Professional, scientific, and technical services ",438665.0,445912.0,462709.0
1388,Georgia,   Management of companies and enterprises ,99446.0,98182.0,99015.0
1389,Georgia,   Administrative and support and waste management and remediation services ,521757.0,504615.0,532068.0
1390,Georgia,    Administrative and support services ,509494.0,492674.0,519860.0
1391,Georgia,    Waste management and remediation services ,12263.0,11941.0,12208.0
1392,Georgia,   Educational services ,135141.0,123382.0,127606.0
1393,Georgia,   Health care and social assistance ,598598.0,584064.0,599226.0
1394,Georgia,    Ambulatory health care services ,273879.0,275065.0,292483.0
1395,Georgia,    Hospitals ,149370.0,144705.0,144192.0
1396,Georgia,    Nursing and residential care facilities ,67588.0,65731.0,62488.0
1397,Georgia,    Social assistance ,107761.0,98563.0,100063.0
1398,Georgia,"   Arts, entertainment, and recreation ",125860.0,114154.0,123051.0
1399,Georgia,"    Performing arts, spectator sports, and related industries ",72240.0,69434.0,72330.0
1400,Georgia,"    Museums, historical sites, and similar institutions ",4009.0,3178.0,3519.0
1401,Georgia,"    Amusement, gambling, and recreation industries ",49611.0,41542.0,47202.0
1402,Georgia,   Accommodation and food services ,491542.0,424938.0,455796.0
1403,Georgia,    Accommodation ,58010.0,45179.0,47300.0
1404,Georgia,    Food services and drinking places ,433532.0,379759.0,408496.0
1405,Georgia,   Other services (except government and government enterprises) ,405314.0,394257.0,396870.0
1406,Georgia,    Repair and maintenance ,83384.0,84042.0,86041.0
1407,Georgia,    Personal and laundry services ,179279.0,177199.0,181813.0
1408,Georgia,"    Religious, grantmaking, civic, professional, and similar organizations ",103527.0,99816.0,95416.0
1409,Georgia,    Private households ,39124.0,33200.0,33600.0
1410,Georgia,  Government and government enterprises ,788027.0,777686.0,770780.0
1411,Georgia,   Federal civilian ,103381.0,107617.0,107178.0
1412,Georgia,   Military ,94938.0,96112.0,96658.0
1413,Georgia,   State and local ,589708.0,573957.0,566944.0
1414,Georgia,    State government ,178165.0,171456.0,167449.0
1415,Georgia,    Local government ,411543.0,402501.0,399495.0
1416,Hawaii,Total employment (number of jobs) ,914163.0,817748.0,850603.0
1417,Hawaii, Wage and salary employment ,726803.0,626383.0,655084.0
1418,Hawaii, Proprietors employment ,187360.0,191365.0,195519.0
1419,Hawaii,  Farm proprietors employment ,5940.0,5936.0,5939.0
1420,Hawaii,  Nonfarm proprietors employment 2/,181420.0,185429.0,189580.0
1421,Hawaii, Farm employment ,10783.0,10425.0,11374.0
1422,Hawaii, Nonfarm employment ,903380.0,807323.0,839229.0
1423,Hawaii,  Private nonfarm employment ,726774.0,635745.0,667002.0
1424,Hawaii,"   Forestry, fishing, and related activities ",3911.0,3822.0,
1425,Hawaii,    Forestry and logging ,106.0,111.0,
1426,Hawaii,"    Fishing, hunting and trapping ",1474.0,1380.0,1416.0
1427,Hawaii,    Support activities for agriculture and forestry ,2331.0,2331.0,2262.0
1428,Hawaii,"   Mining, quarrying, and oil and gas extraction ",568.0,628.0,600.0
1429,Hawaii,    Oil and gas extraction ,,,284.0
1430,Hawaii,    Mining (except oil and gas) ,302.0,,
1431,Hawaii,    Support activities for mining ,,,
1432,Hawaii,   Utilities ,4165.0,4107.0,4082.0
1433,Hawaii,   Construction ,49559.0,48648.0,49772.0
1434,Hawaii,    Construction of buildings ,14755.0,14787.0,15329.0
1435,Hawaii,    Heavy and civil engineering construction ,5225.0,4886.0,4755.0
1436,Hawaii,    Specialty trade contractors ,29579.0,28975.0,29688.0
1437,Hawaii,   Manufacturing ,17877.0,15803.0,
1438,Hawaii,    Durable goods manufacturing ,5802.0,5306.0,
1439,Hawaii,     Wood product manufacturing ,475.0,,438.0
1440,Hawaii,     Nonmetallic mineral product manufacturing ,1109.0,986.0,955.0
1441,Hawaii,     Primary metal manufacturing ,,,
1442,Hawaii,     Fabricated metal product manufacturing ,411.0,424.0,448.0
1443,Hawaii,     Machinery manufacturing ,,108.0,103.0
1444,Hawaii,     Computer and electronic product manufacturing ,272.0,270.0,277.0
1445,Hawaii,"     Electrical equipment, appliance, and component manufacturing ",,,
1446,Hawaii,"     Motor vehicles, bodies and trailers, and parts manufacturing ",11.0,20.0,21.0
1447,Hawaii,     Other transportation equipment manufacturing ,1062.0,1011.0,805.0
1448,Hawaii,     Furniture and related product manufacturing ,564.0,479.0,478.0
1449,Hawaii,     Miscellaneous manufacturing ,1714.0,1478.0,1513.0
1450,Hawaii,    Nondurable goods manufacturing ,12075.0,10497.0,10832.0
1451,Hawaii,     Food manufacturing ,7190.0,5955.0,6147.0
1452,Hawaii,     Beverage and tobacco product manufacturing ,1179.0,1087.0,1207.0
1453,Hawaii,     Textile mills ,,,
1454,Hawaii,     Textile product mills ,237.0,232.0,209.0
1455,Hawaii,     Apparel manufacturing ,934.0,809.0,929.0
1456,Hawaii,     Leather and allied product manufacturing ,100.0,81.0,81.0
1457,Hawaii,     Paper manufacturing ,100.0,94.0,
1458,Hawaii,     Printing and related support activities ,955.0,796.0,811.0
1459,Hawaii,     Petroleum and coal products manufacturing ,,,329.0
1460,Hawaii,     Chemical manufacturing ,595.0,615.0,603.0
1461,Hawaii,     Plastics and rubber products manufacturing ,310.0,348.0,343.0
1462,Hawaii,   Wholesale trade ,21737.0,19836.0,19907.0
1463,Hawaii,   Retail trade ,88780.0,80652.0,83334.0
1464,Hawaii,    Motor vehicle and parts dealers ,7405.0,6902.0,6886.0
1465,Hawaii,    Furniture and home furnishings stores ,1597.0,1199.0,1261.0
1466,Hawaii,    Electronics and appliance stores ,1313.0,1272.0,1202.0
1467,Hawaii,    Building material and garden equipment and supplies dealers ,4442.0,4792.0,4846.0
1468,Hawaii,    Food and beverage stores ,16899.0,16298.0,16826.0
1469,Hawaii,    Health and personal care stores ,6394.0,6062.0,6107.0
1470,Hawaii,    Gasoline stations ,2313.0,2120.0,2004.0
1471,Hawaii,    Clothing and clothing accessories stores ,12476.0,8255.0,8842.0
1472,Hawaii,"    Sporting goods, hobby, musical instrument, and book stores ",3458.0,2885.0,3131.0
1473,Hawaii,    General merchandise stores ,14376.0,13163.0,13881.0
1474,Hawaii,    Miscellaneous store retailers ,9447.0,7788.0,7959.0
1475,Hawaii,    Nonstore retailers ,8660.0,9916.0,10389.0
1476,Hawaii,   Transportation and warehousing ,45140.0,35726.0,38447.0
1477,Hawaii,    Air transportation ,10299.0,8407.0,8460.0
1478,Hawaii,    Rail transportation ,1.0,1.0,1.0
1479,Hawaii,    Water transportation ,1788.0,1042.0,933.0
1480,Hawaii,    Truck transportation ,3762.0,3575.0,3682.0
1481,Hawaii,    Transit and ground passenger transportation ,14152.0,9738.0,10610.0
1482,Hawaii,    Pipeline transportation ,1.0,1.0,1.0
1483,Hawaii,    Scenic and sightseeing transportation ,5022.0,2635.0,3414.0
1484,Hawaii,    Support activities for transportation ,5583.0,4441.0,4784.0
1485,Hawaii,    Couriers and messengers ,3594.0,,
1486,Hawaii,    Warehousing and storage ,938.0,,
1487,Hawaii,   Information ,10447.0,8982.0,9570.0
1488,Hawaii,    Publishing industries (except Internet) ,1698.0,1590.0,1550.0
1489,Hawaii,    Motion picture and sound recording industries ,2930.0,1837.0,2423.0
1490,Hawaii,    Broadcasting (except Internet) ,1088.0,979.0,971.0
1491,Hawaii,    Internet publishing and broadcasting 3/,,,
1492,Hawaii,    Telecommunications ,3853.0,3650.0,3573.0
1493,Hawaii,"    Data processing, hosting, and related services ",563.0,613.0,679.0
1494,Hawaii,    Other information services 3/,315.0,313.0,374.0
1495,Hawaii,   Finance and insurance ,28950.0,31636.0,32078.0
1496,Hawaii,    Monetary Authorities-central bank ,0.0,0.0,0.0
1497,Hawaii,    Credit intermediation and related activities ,8320.0,8703.0,8853.0
1498,Hawaii,"    Securities, commodity contracts, and other financial investments and related activities ",8399.0,10438.0,11255.0
1499,Hawaii,    Insurance carriers and related activities ,11414.0,11325.0,10704.0
1500,Hawaii,"    Funds, trusts, and other financial vehicles ",817.0,1170.0,1266.0
1501,Hawaii,   Real estate and rental and leasing ,41995.0,42273.0,43414.0
1502,Hawaii,    Real estate ,35822.0,37854.0,38902.0
1503,Hawaii,    Rental and leasing services ,6157.0,4390.0,4482.0
1504,Hawaii,    Lessors of nonfinancial intangible assets (except copyrighted works) ,16.0,29.0,30.0
1505,Hawaii,"   Professional, scientific, and technical services ",46488.0,45197.0,46404.0
1506,Hawaii,   Management of companies and enterprises ,9784.0,9058.0,9149.0
1507,Hawaii,   Administrative and support and waste management and remediation services ,55609.0,48431.0,49087.0
1508,Hawaii,    Administrative and support services ,53394.0,46221.0,46867.0
1509,Hawaii,    Waste management and remediation services ,2215.0,2210.0,2220.0
1510,Hawaii,   Educational services ,20801.0,18154.0,19031.0
1511,Hawaii,   Health care and social assistance ,85560.0,83233.0,84663.0
1512,Hawaii,    Ambulatory health care services ,38783.0,37959.0,39826.0
1513,Hawaii,    Hospitals ,16917.0,16725.0,16688.0
1514,Hawaii,    Nursing and residential care facilities ,9987.0,9959.0,9839.0
1515,Hawaii,    Social assistance ,19873.0,18590.0,18310.0
1516,Hawaii,"   Arts, entertainment, and recreation ",24622.0,18102.0,19667.0
1517,Hawaii,"    Performing arts, spectator sports, and related industries ",10700.0,9229.0,9748.0
1518,Hawaii,"    Museums, historical sites, and similar institutions ",3225.0,1853.0,1906.0
1519,Hawaii,"    Amusement, gambling, and recreation industries ",10697.0,7020.0,8013.0
1520,Hawaii,   Accommodation and food services ,119373.0,75795.0,91951.0
1521,Hawaii,    Accommodation ,44756.0,23624.0,30520.0
1522,Hawaii,    Food services and drinking places ,74617.0,52171.0,61431.0
1523,Hawaii,   Other services (except government and government enterprises) ,51408.0,45662.0,46107.0
1524,Hawaii,    Repair and maintenance ,9015.0,8411.0,8485.0
1525,Hawaii,    Personal and laundry services ,21884.0,18591.0,19254.0
1526,Hawaii,"    Religious, grantmaking, civic, professional, and similar organizations ",17140.0,15834.0,15549.0
1527,Hawaii,    Private households ,3369.0,2826.0,2819.0
1528,Hawaii,  Government and government enterprises ,176606.0,171578.0,172227.0
1529,Hawaii,   Federal civilian ,34299.0,35125.0,34755.0
1530,Hawaii,   Military ,50764.0,50798.0,51776.0
1531,Hawaii,   State and local ,91543.0,85655.0,85696.0
1532,Hawaii,    State government ,72124.0,66547.0,66759.0
1533,Hawaii,    Local government ,19419.0,19108.0,18937.0
1534,Idaho,Total employment (number of jobs) ,1064118.0,1078122.0,1125054.0
1535,Idaho, Wage and salary employment ,799581.0,791873.0,831903.0
1536,Idaho, Proprietors employment ,264537.0,286249.0,293151.0
1537,Idaho,  Farm proprietors employment ,22546.0,22530.0,22544.0
1538,Idaho,  Nonfarm proprietors employment 2/,241991.0,263719.0,270607.0
1539,Idaho, Farm employment ,42154.0,40813.0,38894.0
1540,Idaho, Nonfarm employment ,1021964.0,1037309.0,1086160.0
1541,Idaho,  Private nonfarm employment ,884770.0,903493.0,951287.0
1542,Idaho,"   Forestry, fishing, and related activities ",13160.0,13291.0,12981.0
1543,Idaho,    Forestry and logging ,2212.0,2129.0,2191.0
1544,Idaho,"    Fishing, hunting and trapping ",745.0,683.0,699.0
1545,Idaho,    Support activities for agriculture and forestry ,10203.0,10479.0,10091.0
1546,Idaho,"   Mining, quarrying, and oil and gas extraction ",3989.0,4380.0,4579.0
1547,Idaho,    Oil and gas extraction ,811.0,731.0,679.0
1548,Idaho,    Mining (except oil and gas) ,2744.0,3185.0,3410.0
1549,Idaho,    Support activities for mining ,434.0,464.0,490.0
1550,Idaho,   Utilities ,3226.0,3228.0,3347.0
1551,Idaho,   Construction ,77075.0,82330.0,88220.0
1552,Idaho,    Construction of buildings ,17991.0,19355.0,20722.0
1553,Idaho,    Heavy and civil engineering construction ,7394.0,7847.0,8201.0
1554,Idaho,    Specialty trade contractors ,51690.0,55128.0,59297.0
1555,Idaho,   Manufacturing ,74951.0,74577.0,77093.0
1556,Idaho,    Durable goods manufacturing ,43566.0,42988.0,44485.0
1557,Idaho,     Wood product manufacturing ,7491.0,7266.0,7477.0
1558,Idaho,     Nonmetallic mineral product manufacturing ,2064.0,1968.0,2174.0
1559,Idaho,     Primary metal manufacturing ,663.0,628.0,580.0
1560,Idaho,     Fabricated metal product manufacturing ,6448.0,6651.0,7346.0
1561,Idaho,     Machinery manufacturing ,3810.0,3965.0,4215.0
1562,Idaho,     Computer and electronic product manufacturing ,12351.0,11543.0,11020.0
1563,Idaho,"     Electrical equipment, appliance, and component manufacturing ",1451.0,1505.0,1604.0
1564,Idaho,"     Motor vehicles, bodies and trailers, and parts manufacturing ",,,2930.0
1565,Idaho,     Other transportation equipment manufacturing ,,,1175.0
1566,Idaho,     Furniture and related product manufacturing ,2226.0,2246.0,2386.0
1567,Idaho,     Miscellaneous manufacturing ,3346.0,3478.0,3578.0
1568,Idaho,    Nondurable goods manufacturing ,31385.0,31589.0,32608.0
1569,Idaho,     Food manufacturing ,19878.0,19820.0,20113.0
1570,Idaho,     Beverage and tobacco product manufacturing ,1253.0,1332.0,1560.0
1571,Idaho,     Textile mills ,62.0,,72.0
1572,Idaho,     Textile product mills ,330.0,344.0,386.0
1573,Idaho,     Apparel manufacturing ,545.0,640.0,728.0
1574,Idaho,     Leather and allied product manufacturing ,331.0,335.0,326.0
1575,Idaho,     Paper manufacturing ,1858.0,1866.0,1860.0
1576,Idaho,     Printing and related support activities ,1609.0,1606.0,1624.0
1577,Idaho,     Petroleum and coal products manufacturing ,92.0,,68.0
1578,Idaho,     Chemical manufacturing ,3185.0,3283.0,3618.0
1579,Idaho,     Plastics and rubber products manufacturing ,2242.0,2242.0,2253.0
1580,Idaho,   Wholesale trade ,33748.0,34270.0,36081.0
1581,Idaho,   Retail trade ,111719.0,113136.0,119168.0
1582,Idaho,    Motor vehicle and parts dealers ,15095.0,14531.0,15153.0
1583,Idaho,    Furniture and home furnishings stores ,2756.0,2662.0,2878.0
1584,Idaho,    Electronics and appliance stores ,2614.0,2353.0,2323.0
1585,Idaho,    Building material and garden equipment and supplies dealers ,9251.0,9979.0,10473.0
1586,Idaho,    Food and beverage stores ,15777.0,16708.0,17151.0
1587,Idaho,    Health and personal care stores ,4908.0,4905.0,5390.0
1588,Idaho,    Gasoline stations ,7117.0,7120.0,7521.0
1589,Idaho,    Clothing and clothing accessories stores ,5449.0,4731.0,4755.0
1590,Idaho,"    Sporting goods, hobby, musical instrument, and book stores ",5771.0,5783.0,6273.0
1591,Idaho,    General merchandise stores ,16889.0,17448.0,18412.0
1592,Idaho,    Miscellaneous store retailers ,10543.0,10092.0,10676.0
1593,Idaho,    Nonstore retailers ,15549.0,16824.0,18163.0
1594,Idaho,   Transportation and warehousing ,35687.0,39464.0,46102.0
1595,Idaho,    Air transportation ,1706.0,1595.0,1763.0
1596,Idaho,    Rail transportation ,1284.0,1167.0,1115.0
1597,Idaho,    Water transportation ,,,
1598,Idaho,    Truck transportation ,15136.0,15378.0,15791.0
1599,Idaho,    Transit and ground passenger transportation ,6050.0,5072.0,5252.0
1600,Idaho,    Pipeline transportation ,,,
1601,Idaho,    Scenic and sightseeing transportation ,166.0,149.0,169.0
1602,Idaho,    Support activities for transportation ,2544.0,2624.0,2691.0
1603,Idaho,    Couriers and messengers ,6187.0,10780.0,16500.0
1604,Idaho,    Warehousing and storage ,2510.0,2612.0,2734.0
1605,Idaho,   Information ,11585.0,10442.0,11020.0
1606,Idaho,    Publishing industries (except Internet) ,2941.0,3115.0,3297.0
1607,Idaho,    Motion picture and sound recording industries ,1278.0,919.0,1010.0
1608,Idaho,    Broadcasting (except Internet) ,1436.0,1400.0,1362.0
1609,Idaho,    Internet publishing and broadcasting 3/,,,
1610,Idaho,    Telecommunications ,3480.0,2773.0,2937.0
1611,Idaho,"    Data processing, hosting, and related services ",1115.0,1108.0,1181.0
1612,Idaho,    Other information services 3/,1335.0,1127.0,1233.0
1613,Idaho,   Finance and insurance ,42979.0,47741.0,50029.0
1614,Idaho,    Monetary Authorities-central bank ,9.0,17.0,15.0
1615,Idaho,    Credit intermediation and related activities ,12604.0,13367.0,13845.0
1616,Idaho,"    Securities, commodity contracts, and other financial investments and related activities ",13196.0,15808.0,17065.0
1617,Idaho,    Insurance carriers and related activities ,15262.0,15923.0,16195.0
1618,Idaho,"    Funds, trusts, and other financial vehicles ",1908.0,2626.0,2909.0
1619,Idaho,   Real estate and rental and leasing ,52706.0,59708.0,62155.0
1620,Idaho,    Real estate ,48314.0,55348.0,57636.0
1621,Idaho,    Rental and leasing services ,4267.0,4227.0,4376.0
1622,Idaho,    Lessors of nonfinancial intangible assets (except copyrighted works) ,125.0,133.0,143.0
1623,Idaho,"   Professional, scientific, and technical services ",65414.0,68270.0,71512.0
1624,Idaho,   Management of companies and enterprises ,8739.0,9546.0,10169.0
1625,Idaho,   Administrative and support and waste management and remediation services ,62282.0,63198.0,64161.0
1626,Idaho,    Administrative and support services ,58278.0,59018.0,59721.0
1627,Idaho,    Waste management and remediation services ,4004.0,4180.0,4440.0
1628,Idaho,   Educational services ,22823.0,22261.0,23101.0
1629,Idaho,   Health care and social assistance ,112252.0,113879.0,117370.0
1630,Idaho,    Ambulatory health care services ,50129.0,51939.0,55029.0
1631,Idaho,    Hospitals ,24820.0,24700.0,25561.0
1632,Idaho,    Nursing and residential care facilities ,16152.0,16311.0,15684.0
1633,Idaho,    Social assistance ,21151.0,20929.0,21096.0
1634,Idaho,"   Arts, entertainment, and recreation ",23565.0,22157.0,24033.0
1635,Idaho,"    Performing arts, spectator sports, and related industries ",10296.0,9871.0,10312.0
1636,Idaho,"    Museums, historical sites, and similar institutions ",450.0,394.0,439.0
1637,Idaho,"    Amusement, gambling, and recreation industries ",12819.0,11892.0,13282.0
1638,Idaho,   Accommodation and food services ,76514.0,70575.0,78157.0
1639,Idaho,    Accommodation ,12669.0,10784.0,11868.0
1640,Idaho,    Food services and drinking places ,63845.0,59791.0,66289.0
1641,Idaho,   Other services (except government and government enterprises) ,52356.0,51040.0,52009.0
1642,Idaho,    Repair and maintenance ,14303.0,14520.0,14996.0
1643,Idaho,    Personal and laundry services ,20304.0,20301.0,20882.0
1644,Idaho,"    Religious, grantmaking, civic, professional, and similar organizations ",13257.0,12354.0,12133.0
1645,Idaho,    Private households ,4492.0,3865.0,3998.0
1646,Idaho,  Government and government enterprises ,137194.0,133816.0,134873.0
1647,Idaho,   Federal civilian ,13232.0,13719.0,13322.0
1648,Idaho,   Military ,9212.0,9319.0,9198.0
1649,Idaho,   State and local ,114750.0,110778.0,112353.0
1650,Idaho,    State government ,32326.0,30813.0,31136.0
1651,Idaho,    Local government ,82424.0,79965.0,81217.0
1652,Illinois,Total employment (number of jobs) ,7859703.0,7519502.0,7684747.0
1653,Illinois, Wage and salary employment ,6283547.0,5849130.0,5968913.0
1654,Illinois, Proprietors employment ,1576156.0,1670372.0,1715834.0
1655,Illinois,  Farm proprietors employment ,58783.0,58497.0,58369.0
1656,Illinois,  Nonfarm proprietors employment 2/,1517373.0,1611875.0,1657465.0
1657,Illinois, Farm employment ,71770.0,73908.0,74906.0
1658,Illinois, Nonfarm employment ,7787933.0,7445594.0,7609841.0
1659,Illinois,  Private nonfarm employment ,6913592.0,6610032.0,6773951.0
1660,Illinois,"   Forestry, fishing, and related activities ",12482.0,12674.0,12424.0
1661,Illinois,    Forestry and logging ,929.0,860.0,878.0
1662,Illinois,"    Fishing, hunting and trapping ",934.0,863.0,898.0
1663,Illinois,    Support activities for agriculture and forestry ,10619.0,10951.0,10648.0
1664,Illinois,"   Mining, quarrying, and oil and gas extraction ",17669.0,16243.0,15411.0
1665,Illinois,    Oil and gas extraction ,9146.0,8923.0,8307.0
1666,Illinois,    Mining (except oil and gas) ,6649.0,5747.0,5515.0
1667,Illinois,    Support activities for mining ,1874.0,1573.0,1589.0
1668,Illinois,   Utilities ,25476.0,24806.0,24439.0
1669,Illinois,   Construction ,336669.0,331794.0,342726.0
1670,Illinois,    Construction of buildings ,77452.0,78651.0,82553.0
1671,Illinois,    Heavy and civil engineering construction ,33162.0,32454.0,32962.0
1672,Illinois,    Specialty trade contractors ,226055.0,220689.0,227211.0
1673,Illinois,   Manufacturing ,605815.0,575259.0,575050.0
1674,Illinois,    Durable goods manufacturing ,355052.0,332807.0,328569.0
